longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.09,37.65,35,1130,192,543,184,4.3897,190600,NEAR BAY
-122.1,37.66,34,656,115,342,112,4.6875,200600,NEAR BAY
-122.1,37.66,36,1305,225,768,234,4.275,185300,NEAR BAY
-122.11,37.66,35,2843,652,1726,643,3.09,174100,NEAR BAY
-122.1,37.64,28,1784,311,735,278,4.6635,206700,NEAR BAY
-122.1,37.65,36,410,76,252,82,4.5303,175000,NEAR BAY
-122.1,37.63,18,9963,2031,5613,1946,3.8171,187200,NEAR BAY
-122.13,37.66,19,862,167,407,183,4.3456,163000,NEAR BAY
-122.11,37.64,31,1487,280,854,301,5.2312,197600,NEAR BAY
-122.12,37.64,40,432,102,264,77,3.8875,228100,NEAR BAY
-122.09,37.64,32,1578,284,836,292,3.9063,184200,NEAR BAY
-122.08,37.64,36,1340,245,789,248,3.8,172000,NEAR BAY
-122.09,37.64,36,1885,307,853,271,4.1141,173100,NEAR BAY
-122.08,37.64,30,5267,1253,4065,1113,3.3479,182100,NEAR BAY
-122.08,37.63,31,767,171,548,185,3.7614,176000,NEAR BAY
-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY
-122.07,37.63,27,2784,723,2028,693,2.4808,157600,NEAR BAY
-122.06,37.64,37,1468,304,1038,282,4.1652,158200,NEAR BAY
-122.06,37.65,33,1227,286,848,291,3.8036,158200,NEAR BAY
-122.04,37.63,33,952,172,369,159,3.2331,226700,NEAR BAY
-122.03,37.62,32,2964,547,1472,527,4.2468,221200,NEAR BAY
-122.04,37.62,35,657,118,328,134,3.8125,204200,NEAR BAY
-122.03,37.62,35,1298,236,632,204,3.8929,209500,NEAR BAY
-122.03,37.61,37,1383,259,808,241,4.0125,161400,NEAR BAY
-122.04,37.62,35,899,179,455,185,4.2857,190400,NEAR BAY
-122.08,37.62,17,2485,518,1139,550,2.6875,157300,NEAR BAY
-122.07,37.63,24,2329,465,1401,453,4.5913,177600,NEAR BAY
-122.06,37.63,23,1939,356,841,364,3.3611,169200,NEAR BAY
-122.08,37.63,34,1619,293,1148,310,4.0326,164700,NEAR BAY
-122.09,37.63,36,1570,274,992,249,5.3644,168800,NEAR BAY
-122.08,37.62,27,1826,309,1016,313,5.64,206500,NEAR BAY
-121.99,37.61,9,3666,711,2341,703,4.6458,217000,<1H OCEAN
-122.02,37.6,31,2155,522,1858,437,2.652,159800,NEAR BAY
-122.02,37.6,32,1295,295,1097,328,3.2386,149600,NEAR BAY
-122.04,37.6,17,3314,638,1873,602,4.3875,238500,NEAR BAY
-122.08,37.61,6,2605,474,1568,433,5.0406,261400,NEAR BAY
-122.06,37.6,18,1726,276,1186,310,5.3226,231700,NEAR BAY
-122.07,37.59,13,2578,551,1680,528,4.825,222000,NEAR BAY
-122.07,37.58,16,1644,251,1033,267,6.5116,244300,NEAR BAY
-122.08,37.58,16,3349,544,2003,488,6.0074,236500,NEAR BAY
-122.07,37.58,16,1893,338,1461,344,5.225,213700,NEAR BAY
-122.05,37.59,15,6243,1273,3163,1274,3.7462,212500,NEAR BAY
-122.02,37.59,18,1165,333,855,319,3.6923,213200,NEAR BAY
-122.01,37.59,2,838,295,240,149,2.875,237500,NEAR BAY
-122.01,37.58,17,4313,717,2629,721,5.7579,231800,NEAR BAY
-122.08,37.6,10,3046,678,2056,628,3.9022,191700,NEAR BAY
-121.96,37.58,15,3575,597,1777,559,5.7192,283500,<1H OCEAN
-121.99,37.58,31,2878,478,1276,485,6.2073,282500,<1H OCEAN
-122.01,37.57,14,16199,2993,8117,2847,5.8322,281800,NEAR BAY
-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,NEAR BAY
-122.06,37.58,15,8112,1376,4576,1348,5.6758,253400,NEAR BAY
-121.93,37.49,5,1150,311,648,245,3.5714,300000,<1H OCEAN
-122.02,37.56,23,4332,857,2461,829,4.3594,223400,NEAR BAY
-122.03,37.56,31,4981,964,2841,924,4.8962,220200,NEAR BAY
-122.01,37.56,6,3028,778,1531,736,4.4259,158000,NEAR BAY
-122.02,37.55,33,1325,274,909,267,4.5687,177200,NEAR BAY
-121.99,37.56,18,5505,1005,2641,971,5,269700,<1H OCEAN
-121.96,37.55,4,3746,993,1606,838,4.1387,162500,<1H OCEAN
-121.97,37.54,31,1949,344,986,322,4.6349,196200,<1H OCEAN
-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800,<1H OCEAN
-121.94,37.56,15,5674,748,2412,714,8.3996,442900,<1H OCEAN
-121.93,37.54,25,1354,192,596,220,6.629,352400,<1H OCEAN
-121.94,37.53,33,2095,342,941,304,5.761,259600,<1H OCEAN
-121.94,37.54,31,2537,382,1067,410,6.7599,356000,<1H OCEAN
-121.96,37.53,23,2215,475,1278,492,4.2955,218800,<1H OCEAN
-121.96,37.53,18,2375,652,1252,586,2.6198,235900,<1H OCEAN
-121.97,37.53,35,2277,420,1353,413,4.75,197000,<1H OCEAN
-121.98,37.53,28,2829,566,1610,540,4.6,223200,<1H OCEAN
-121.99,37.54,26,2332,371,1285,404,5.388,225000,<1H OCEAN
-121.99,37.54,28,3046,507,1772,516,5.3283,227900,<1H OCEAN
-122,37.54,29,4133,744,2023,749,5.1616,275100,<1H OCEAN
-122,37.55,27,6103,1249,3026,1134,4.1591,332400,<1H OCEAN
-122,37.54,26,1910,371,852,357,5.8325,298900,<1H OCEAN
-121.99,37.53,25,5405,939,2831,923,5.0423,222200,<1H OCEAN
-121.97,37.51,25,3333,511,1671,504,5.4359,258300,<1H OCEAN
-121.95,37.52,33,3994,764,2721,763,5.2308,196900,<1H OCEAN
-121.96,37.52,26,4211,741,2352,734,5.2396,223900,<1H OCEAN
-121.92,37.53,7,28258,3864,12203,3701,8.4045,451100,<1H OCEAN
-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,<1H OCEAN
-121.92,37.47,26,2016,322,1105,357,6.0878,246900,<1H OCEAN
-122.03,37.55,22,9167,1373,4319,1404,6.992,284800,NEAR BAY
-122.04,37.55,23,3170,532,1446,515,4.4357,291700,NEAR BAY
-122.05,37.54,25,4209,731,2568,703,5.2882,223100,NEAR BAY
-122.04,37.53,25,4458,922,2998,890,3.9667,218500,NEAR BAY
-122.06,37.54,20,6483,1068,3526,1060,5.0838,248200,NEAR BAY
-122.03,37.54,6,2918,672,1911,639,4.1406,178200,NEAR BAY
-122.02,37.54,31,1240,264,719,236,3.535,210300,NEAR BAY
-122.03,37.53,18,1746,437,1268,404,3.256,183300,NEAR BAY
-122.02,37.53,21,4280,673,2216,681,5.7072,242200,NEAR BAY
-121.92,37.72,4,7477,1576,2937,1506,5.1437,299400,<1H OCEAN
-121.91,37.71,25,4377,668,2038,671,5.7233,231800,<1H OCEAN
-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN
-121.94,37.71,15,6473,1027,2484,970,5.0143,271100,<1H OCEAN
-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND
-121.92,37.69,13,3742,555,1590,559,7.316,285400,<1H OCEAN
-121.92,37.68,23,1655,223,706,219,7.2211,291900,<1H OCEAN
-121.91,37.69,23,2179,308,926,299,5.9345,259600,<1H OCEAN
-121.91,37.68,18,3631,547,1700,520,5.817,257300,<1H OCEAN
-121.89,37.68,12,7490,1207,3329,1136,6.3373,339700,<1H OCEAN
-121.89,37.68,22,1898,239,734,245,6.2918,334100,<1H OCEAN
-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND
-121.89,37.67,19,2034,288,852,295,6.5285,300400,INLAND
-121.9,37.67,7,9540,1294,3926,1229,7.4353,389800,<1H OCEAN
-121.87,37.66,39,522,116,161,102,2.4896,238500,INLAND
-121.89,37.66,3,1565,464,769,461,2.1187,231300,INLAND
-121.87,37.57,13,5519,833,2444,825,7.0691,393200,<1H OCEAN
-121.87,37.67,28,1812,294,853,278,4.9879,229400,INLAND
-121.85,37.66,14,4236,701,1833,663,5.6399,300600,INLAND
-121.87,37.66,27,1569,242,583,214,5.7519,278500,INLAND
-121.85,37.72,43,228,40,83,42,10.3203,400000,INLAND
-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700,INLAND
-121.77,37.65,16,4290,554,1952,576,7.3588,327500,INLAND
-121.61,37.77,32,404,74,144,58,4.2083,125000,INLAND
-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200,INLAND
-121.77,37.74,25,494,81,254,85,9.1531,418800,INLAND
-121.8,37.69,17,3956,639,2222,662,5.4324,215500,INLAND
-121.76,37.69,29,3433,711,1919,709,3.3841,184400,INLAND
-121.78,37.69,34,2358,498,1157,461,3.3618,174600,INLAND
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND
-121.75,37.69,26,2647,536,1422,522,3.7212,183800,INLAND
-121.76,37.68,35,1864,357,1189,349,4.2361,177500,INLAND
-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900,INLAND
-121.77,37.68,44,495,112,277,109,2.6667,179200,INLAND
-121.77,37.68,41,1501,299,629,288,4.6806,209400,INLAND
-121.76,37.67,6,3023,518,1225,468,6.3705,350000,INLAND
-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND
-121.78,37.66,25,1947,418,900,354,3.8523,193000,INLAND
-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND
-120,38.52,16,3045,543,202,102,3.15,140600,INLAND
-120.59,38.45,13,2944,558,1091,466,3,119000,INLAND
-120.55,38.45,17,2277,474,767,356,2.5208,99100,INLAND
-120.25,38.55,15,4403,891,1103,433,3.0125,111700,INLAND
-120.8,38.51,23,1001,195,369,157,3.125,96400,INLAND
-120.76,38.47,17,1521,309,607,240,3.5,123800,INLAND
-120.79,38.43,40,1391,246,546,214,3.9107,129800,INLAND
-120.93,38.5,15,1248,234,529,216,3.3393,107200,INLAND
-120.87,38.37,28,3998,765,1614,698,2.8125,113400,INLAND
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND
-120.72,38.42,17,5654,1085,2237,953,3.0465,144100,INLAND
-120.72,38.38,9,1787,347,806,306,2.525,157200,INLAND
-120.65,38.42,23,1538,305,730,267,2.6078,116700,INLAND
-120.69,38.36,19,3267,614,1252,566,2.7236,109900,INLAND
-120.8,38.31,37,1341,256,533,242,3.2135,123600,INLAND
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300,INLAND
-121.85,39.77,17,5273,1177,2446,1199,1.9362,89900,INLAND
-121.86,39.76,19,7254,1785,4030,1667,2.0094,87300,INLAND
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100,INLAND
-121.86,39.75,18,1651,309,856,293,3.5046,118300,INLAND
-121.85,39.75,39,568,127,267,129,1.8095,78100,INLAND
-121.85,39.74,41,2901,689,1426,632,1.5633,84500,INLAND
-121.85,39.73,17,3425,827,2469,758,0.9393,88900,INLAND
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND
-121.83,39.74,34,3263,604,1290,594,2.575,130300,INLAND
-121.82,39.75,29,7744,1375,3316,1365,3.0253,111400,INLAND
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,INLAND
-121.78,39.71,8,140,28,84,29,2.125,179200,INLAND
-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
-121.84,39.73,52,957,263,513,223,1.3672,55000,INLAND
-121.85,39.72,18,7272,1559,5022,1524,1.6911,98800,INLAND
-121.81,39.7,21,5051,1054,2948,980,1.5863,81300,INLAND
-121.82,39.72,42,2978,694,1879,679,1.5064,66300,INLAND
-121.87,39.82,11,5103,825,2456,810,4.5032,159700,INLAND
-121.97,39.79,16,1453,299,904,286,3.5735,89600,INLAND
-121.8,39.64,25,2202,422,1109,403,2.8306,87500,INLAND
-121.74,39.59,24,1535,279,726,272,2.3833,95100,INLAND
-121.75,39.88,16,2867,559,1203,449,2.7143,95300,INLAND
-121.54,40.06,17,858,262,47,27,2.4028,67500,INLAND
-121.59,39.86,14,1527,269,665,261,2.8657,119600,INLAND
-121.6,39.8,10,1742,307,721,312,2.4537,117900,INLAND
-121.59,39.82,12,1958,369,875,354,2.3507,97600,INLAND
-121.63,39.82,11,3974,727,1610,634,2.6147,107700,INLAND
-121.59,39.79,20,743,171,395,168,1.625,88300,INLAND
-121.59,39.78,18,945,205,385,207,2.1838,58000,INLAND
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND
-121.57,39.8,23,790,137,365,152,2.1912,115200,INLAND
-121.59,39.77,24,1535,276,664,273,2.3068,97300,INLAND
-121.57,39.76,20,1384,257,557,232,2.0882,104900,INLAND
-121.58,39.76,18,1676,332,733,318,1.7875,103800,INLAND
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-121.61,39.76,31,2431,512,1026,427,2.5428,85000,INLAND
-121.65,39.76,31,1599,318,794,303,3,96700,INLAND
-121.62,39.76,14,2063,559,934,529,1.7788,85800,INLAND
-121.63,39.75,37,1296,296,569,257,1.8616,70500,INLAND
-121.71,39.71,17,2748,556,1174,514,3.066,102600,INLAND
-121.56,39.69,8,2836,522,1163,512,3.13,168300,INLAND
-121.59,39.74,17,1646,330,750,344,2.3798,83800,INLAND
-121.6,39.68,15,1677,345,844,330,2.3958,111200,INLAND
-121.41,39.72,17,1583,331,730,306,2.3895,87500,INLAND
-121.24,39.65,35,632,148,221,102,2.3684,62500,INLAND
-121.36,39.52,15,2490,527,1229,497,2.3917,85700,INLAND
-121.56,39.52,26,1957,429,945,397,1.7308,53600,INLAND
-121.54,39.6,15,886,204,576,205,2.1467,84100,INLAND
-121.49,39.52,25,848,153,436,155,3.9028,93800,INLAND
-121.47,39.49,17,1554,242,553,230,3.2174,91800,INLAND
-121.53,39.53,35,1806,293,683,295,4.5156,91200,INLAND
-121.53,39.52,24,1028,185,471,186,2.9688,86400,INLAND
-121.52,39.51,30,3085,610,1688,575,2.334,72200,INLAND
-121.55,39.51,48,827,198,396,161,0.8024,58300,INLAND
-121.56,39.51,47,1064,245,603,190,1.3654,57900,INLAND
-121.57,39.5,31,2023,469,1073,436,1.5714,56100,INLAND
-121.58,39.51,24,1865,372,1087,385,1.6389,56700,INLAND
-121.62,39.5,18,2105,416,974,385,1.6346,63300,INLAND
-121.65,39.53,23,1387,325,640,289,1.4833,65200,INLAND
-121.55,39.5,26,3215,827,2041,737,1.0585,45100,INLAND
-121.53,39.49,19,1537,329,617,274,1.5313,50300,INLAND
-121.54,39.47,14,1724,315,939,302,2.4952,53900,INLAND
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND
-121.52,39.49,30,1217,238,677,233,2.6563,63600,INLAND
-121.55,39.45,18,2278,523,1185,475,1.3611,60600,INLAND
-121.55,39.44,31,1434,283,811,289,1.7727,49000,INLAND
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-121.54,39.33,27,720,150,359,138,2.5313,61300,INLAND
-121.67,39.37,27,2599,502,1241,502,1.9943,86300,INLAND
-121.67,39.34,22,1217,224,537,187,2.6607,84600,INLAND
-121.69,39.36,29,2220,471,1170,428,2.3224,56200,INLAND
-121.7,39.36,46,1210,243,523,242,1.91,63900,INLAND
-121.69,39.36,34,842,186,635,165,1.8355,63000,INLAND
-121.8,39.33,30,1019,192,501,185,2.5259,81300,INLAND
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND
-121.79,39.48,39,1105,180,408,166,3.3929,82100,INLAND
-120.55,38.12,10,1566,325,785,291,2.5,116100,INLAND
-120.55,38.07,27,1199,224,463,199,2.9063,92200,INLAND
-120.67,37.97,9,7450,1475,2233,930,2.6528,133000,INLAND
-120.79,38.24,19,1003,235,538,190,2.9821,90400,INLAND
-120.88,38.16,8,2029,387,1000,364,4.0109,125900,INLAND
-120.76,38.12,7,7188,1288,3175,1115,3.8488,130600,INLAND
-120.72,38.24,32,2685,543,1061,492,2.5473,101600,INLAND
-120.57,38.2,13,4110,847,1796,706,2.6417,122300,INLAND
-120.56,38.39,20,1326,307,563,237,2.6667,86600,INLAND
-120.42,38.42,18,2912,663,999,411,2.7344,91900,INLAND
-120.55,38.31,18,1411,312,592,230,1.625,94700,INLAND
-120.36,38.21,10,4300,845,1480,609,2.8208,139900,INLAND
-120.33,38.26,13,2962,546,252,103,4.4063,155800,INLAND
-120.37,38.23,13,4401,829,924,383,2.6942,123500,INLAND
-120.27,38.29,10,3486,695,298,124,3.3542,103800,INLAND
-120.19,38.42,11,1568,369,82,33,3.125,77500,INLAND
-122,38.99,39,1548,323,815,286,2.9489,67500,INLAND
-121.99,39.15,17,6440,1204,3266,1142,2.7137,72000,INLAND
-122.08,39.25,52,224,38,120,45,3.017,112500,INLAND
-122.2,39.15,33,1064,174,434,147,3.125,108000,INLAND
-122.05,39.34,44,1064,230,494,175,2.875,61500,INLAND
-122.51,39.3,19,1629,386,551,214,1.7463,68800,INLAND
-122.01,39.21,52,1989,392,985,396,2.5556,75800,INLAND
-121.96,39.3,39,701,130,271,89,2.1845,112500,INLAND
-121.63,38.03,17,2549,596,1169,500,3.6694,209400,INLAND
-121.73,38,3,9217,1522,3578,1272,5.0016,189100,INLAND
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800,INLAND
-121.7,37.98,9,3079,519,1562,512,5.1041,172900,INLAND
-121.67,37.99,22,1046,195,527,164,4.375,213500,INLAND
-121.7,37.94,36,1710,320,861,300,2.8828,131100,INLAND
-121.7,37.96,33,2396,452,1391,465,3.2813,151400,INLAND
-121.7,37.91,17,1962,291,825,267,4.8958,187100,INLAND
-121.74,37.95,5,4980,774,2399,763,5.7104,186300,INLAND
-121.6,37.91,13,2479,394,1075,350,5.1017,241400,INLAND
-121.61,37.86,30,1428,287,989,287,3.691,154400,INLAND
-121.8,38.01,46,2273,495,1088,447,2.2532,109400,INLAND
-121.81,38.01,52,1124,245,528,226,2.2639,128500,INLAND
-121.82,38.01,42,1017,253,798,266,2.1719,99100,INLAND
-121.82,38.01,25,3018,606,1614,568,3.4722,127000,INLAND
-121.78,38.01,19,2688,469,1216,422,4.4491,133900,INLAND
-121.79,38,34,3090,593,1588,566,3.6118,124700,INLAND
-121.8,38.01,37,3058,567,1351,523,3.5179,130800,INLAND
-121.77,38.01,13,2983,534,1417,510,3.9861,168100,INLAND
-121.81,37.99,22,2331,359,1086,340,5.1435,150800,INLAND
-121.82,38.01,47,1265,254,587,247,2.6364,93500,INLAND
-121.81,38,37,2724,579,1400,540,2.905,97300,INLAND
-121.85,38,26,3364,570,1806,566,4.2647,133400,INLAND
-121.83,38,15,6365,1646,3838,1458,2.5495,103600,INLAND
-121.83,37.99,23,1150,174,572,174,4.9167,152400,INLAND
-121.83,37.99,18,2741,449,1507,460,4.7566,142500,INLAND
-121.84,37.99,13,4545,952,2188,901,3.3625,126100,INLAND
-121.83,37.99,16,2919,462,1456,453,5.6779,164700,INLAND
-121.79,37.99,10,4156,609,1878,586,5.6506,178600,INLAND
-121.8,38,34,2738,475,1316,459,3.5368,122500,INLAND
-121.77,37.99,4,5623,780,2429,716,5.4409,205100,INLAND
-121.9,38.04,36,1489,331,838,259,1.2024,90200,INLAND
-121.87,38.02,52,2264,439,1403,476,2.7083,99400,INLAND
-121.9,38.03,51,2982,689,1831,608,2.0034,87700,INLAND
-121.89,38.02,36,2707,550,1827,545,3.3371,94600,INLAND
-121.87,38.02,31,3644,746,2229,678,3.1389,117800,INLAND
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,INLAND
-121.88,38,22,721,117,367,129,5.3098,151900,INLAND
-121.86,38,16,3216,464,1504,453,5.25,161700,INLAND
-121.88,37.99,16,3787,515,1606,507,5.5676,174200,INLAND
-121.87,37.99,15,2203,312,1051,311,4.9783,163900,INLAND
-121.9,38.02,12,1497,360,943,341,2.1417,122200,INLAND
-121.92,38.02,8,2750,479,1526,484,5.102,156500,INLAND
-121.9,38.01,34,3779,766,2356,722,3.5129,110600,INLAND
-121.9,38,14,2677,368,1288,375,6.0497,177500,INLAND
-121.93,38.01,9,2294,389,1142,365,5.3363,160800,INLAND
-121.95,38.03,5,5526,,3207,1012,4.0767,143100,INLAND
-121.96,38.02,35,2691,542,1409,505,3.016,95300,INLAND
-121.94,38.02,29,5765,1170,3266,1131,2.7907,113900,INLAND
-121.92,38.02,16,1840,355,1288,338,4.2067,125000,INLAND
-121.97,38.04,38,2505,554,1595,498,2.5833,83500,INLAND
-121.98,38.05,31,2810,518,1640,503,3.3661,98500,INLAND
-122,38.03,4,2341,408,1235,431,6.0424,165900,INLAND
-122.14,38.03,42,118,34,54,30,2.5795,225000,NEAR BAY
-122.13,38.01,48,2123,494,859,474,1.8523,144800,NEAR BAY
-122.13,38.01,51,1262,309,608,298,2.1974,139300,NEAR BAY
-122.16,38.02,40,1800,290,761,277,5.1265,196100,NEAR BAY
-122.11,38.01,41,1345,272,718,283,3.3831,129400,NEAR BAY
-122.12,38.01,50,1300,263,691,239,3.9519,126500,NEAR BAY
-122.12,38.01,42,2225,367,864,381,4.1189,172400,NEAR BAY
-122.1,38.02,28,4308,824,2086,776,3.6523,159700,NEAR BAY
-122.09,38,6,10191,1882,4377,1789,5.2015,204200,NEAR BAY
-122.08,37.99,19,4657,739,1914,732,5.0509,199900,NEAR BAY
-122.11,37.99,16,3913,710,1782,676,5.1297,206700,NEAR BAY
-122.08,37.97,9,2643,439,1105,467,6.6579,245200,NEAR BAY
-122.11,37.98,11,4371,679,1790,660,6.135,297300,NEAR BAY
-122.12,37.99,33,1660,277,741,261,4.675,225400,NEAR BAY
-122.1,37.96,20,3796,650,1679,611,4.3571,228200,NEAR BAY
-122.07,37.99,28,3310,574,1811,597,4.5401,166900,NEAR BAY
-122.07,37.97,20,1705,353,856,341,3.7262,211800,NEAR BAY
-122.06,37.96,37,1784,313,788,304,4.2917,189600,NEAR BAY
-122.06,37.95,36,2213,386,950,370,4.7386,186400,NEAR BAY
-122.08,37.95,24,3173,548,1351,536,5.0672,243000,NEAR BAY
-122.07,37.96,37,1217,199,552,194,5.0445,196200,NEAR BAY
-122.05,37.95,34,1408,277,738,269,4.175,169400,NEAR BAY
-122.06,37.94,19,4005,972,1896,893,2.5268,235700,NEAR BAY
-122.07,37.94,30,1260,276,707,221,2.892,220800,NEAR BAY
-122.08,37.94,44,2185,357,943,366,4.725,232100,NEAR BAY
-122.09,37.95,32,1339,209,601,209,6.0265,247900,NEAR BAY
-122.04,38,16,3077,733,1447,709,3.2484,91100,NEAR BAY
-122.04,37.99,36,2765,495,1478,441,4.125,136200,NEAR BAY
-122.06,37.99,16,2445,469,721,474,2.8043,87500,NEAR BAY
-122.05,38,36,2476,472,1213,393,3.7333,136400,NEAR BAY
-122.03,37.98,16,1209,477,627,482,1.3894,156300,NEAR BAY
-122.03,38,25,3577,581,1753,593,5.7295,178300,NEAR BAY
-122.04,37.99,38,2675,541,1378,480,3.8897,139900,NEAR BAY
-122.02,38,28,2965,533,1591,472,4.6375,178200,NEAR BAY
-122.02,37.99,37,2247,416,1237,397,4.45,161900,NEAR BAY
-122.03,37.98,44,1254,252,498,217,3.4531,148900,NEAR BAY
-122.01,37.98,29,2001,373,956,370,4.317,194000,NEAR BAY
-122,37.97,27,2491,428,1171,431,5.1021,202800,INLAND
-122.02,37.98,40,1797,401,756,369,2.8456,165500,NEAR BAY
-122,37.99,28,4035,641,1881,659,5.4607,192300,INLAND
-121.99,37.98,23,2293,411,969,399,4.4536,184000,INLAND
-122,37.98,35,1192,201,535,172,4.9219,182000,INLAND
-122.01,37.98,34,1256,267,638,252,4.0507,161000,NEAR BAY
-121.95,37.96,18,2739,393,1072,374,6.1436,259500,INLAND
-121.97,37.97,24,1330,183,656,205,5.0092,244100,INLAND
-121.96,37.96,28,1838,273,899,270,5.2145,229200,INLAND
-121.98,37.96,22,2987,,1420,540,3.65,204100,INLAND
-121.98,37.97,26,2714,390,1232,409,5.9617,231100,INLAND
-121.99,37.97,22,2823,509,1271,474,5.1333,207200,INLAND
-122,37.96,32,3364,666,1980,678,3.7,179000,INLAND
-121.96,37.95,13,3216,765,1627,715,3.0859,167800,INLAND
-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700,INLAND
-121.99,37.96,17,2756,423,1228,426,5.5872,200600,INLAND
-121.98,37.95,16,2984,406,1317,397,6.7821,265900,INLAND
-122.02,37.97,36,2342,436,1191,416,4,171000,NEAR BAY
-122.04,37.97,26,2470,626,1174,573,2.9861,160900,NEAR BAY
-122.04,37.96,16,2913,723,1705,693,2.9097,106300,NEAR BAY
-122.04,37.97,39,1323,245,705,261,3.1968,151000,NEAR BAY
-122.05,37.96,35,2190,384,1154,401,3.8456,159800,NEAR BAY
-122.04,37.96,27,2587,729,1500,623,1.837,175000,NEAR BAY
-122.05,37.95,20,563,107,246,123,5.4482,190800,NEAR BAY
-122.02,37.96,25,2615,368,935,366,6.6727,305100,NEAR BAY
-122.03,37.95,14,3287,793,1601,716,3.1719,220500,NEAR BAY
-122.03,37.95,32,1955,313,804,317,4.9485,202300,NEAR BAY
-122.02,37.94,23,3516,661,1465,623,4.2569,213100,NEAR BAY
-122.02,37.94,19,3192,612,1317,594,4.125,267100,NEAR BAY
-122.01,37.94,18,2077,298,937,292,6.3809,273600,NEAR BAY
-122.01,37.93,25,2652,335,1062,334,7.5898,330200,NEAR BAY
-122.04,37.94,24,5732,873,2444,888,5.6292,231400,NEAR BAY
-122.04,37.95,29,866,138,341,133,4.7188,197100,NEAR BAY
-122.03,37.94,21,5541,776,2214,737,5.5777,279300,NEAR BAY
-122.05,37.93,5,4274,1153,1503,881,4.0473,266500,NEAR BAY
-122.05,37.92,14,12713,2558,4741,2412,4.7094,234700,NEAR BAY
-122.03,37.92,23,3318,408,1124,393,6.5847,358800,NEAR BAY
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,NEAR BAY
-122.06,37.9,25,5869,1685,2669,1554,2.6998,216100,NEAR BAY
-122.07,37.93,45,1544,244,614,238,5.0255,226000,NEAR BAY
-122.07,37.92,26,3872,739,1629,684,4.4312,225000,NEAR BAY
-122.08,37.92,26,1733,265,796,274,6.195,264900,NEAR BAY
-122.07,37.91,33,1550,277,638,254,3.6833,292500,NEAR BAY
-122.09,37.91,18,9576,1455,3486,1380,7.0895,306900,NEAR BAY
-122.08,37.89,39,3018,501,1223,489,6.2924,283900,NEAR BAY
-122.07,37.89,38,2139,343,809,340,5.5636,268800,NEAR BAY
-122.06,37.88,34,4781,703,1879,714,6.5378,340900,NEAR BAY
-122.05,37.9,24,4125,1020,1699,873,2.9526,271000,NEAR BAY
-122.05,37.89,37,1677,269,689,283,4.2625,310600,NEAR BAY
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,NEAR BAY
-122.02,37.89,29,6349,858,2450,778,7.5,356200,NEAR BAY
-122.03,37.86,29,3025,477,1035,452,6.112,390600,NEAR BAY
-121.94,37.73,22,1980,291,861,290,6.2726,258200,<1H OCEAN
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,<1H OCEAN
-121.95,37.74,19,1127,170,518,167,6.3325,250000,<1H OCEAN
-121.94,37.75,17,2559,370,1238,377,6.2781,269800,<1H OCEAN
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,<1H OCEAN
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,<1H OCEAN
-121.98,37.8,16,2498,330,1027,343,8.155,343700,<1H OCEAN
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,<1H OCEAN
-121.94,37.8,8,11336,1657,4089,1555,7.8287,369200,<1H OCEAN
-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700,<1H OCEAN
-121.94,37.76,4,6875,1439,2889,1307,4.6932,356100,<1H OCEAN
-121.92,37.74,8,452,51,140,43,12.5915,432400,<1H OCEAN
